Power Usage,Residuallast,Pumpspeicher,Wind Offshore,Wind Onshore,Photovoltaik
49740,28363,4490,3005,18373,0
48310,29036,3793,3097,16177,0
48202,30331,3946,3002,14869,0
48802,31349,3229,2864,14589,0
48699,31212,3993,2951,14536,0
49653,31763,2852,3037,14852,0
53563,35975,573,3028,14549,12
57320,39752,91,2977,14165,427
60289,42492,17,3015,13519,1263
61427,43728,0,3000,12661,2038
62227,44420,66,2965,12237,2605
61208,42472,435,2840,12871,3025
59428,40754,613,2932,12614,3128
57679,40324,610,2940,12087,2328
57901,42595,341,2820,11445,1041
59717,45461,331,2932,11228,97
63116,48319,41,2851,11946,0
62973,47139,231,2783,13052,0
61241,44649,387,2773,13819,0
57403,40469,629,2782,14152,0
54436,37216,458,2825,14395,0
53575,36680,138,2915,13981,0
50019,32809,560,2991,14219,0
46652,29415,1470,2975,14261,0
44165,26787,1620,2905,14473,0
42894,24689,2031,2804,15402,0
42467,23274,2049,2893,16301,0
42824,22107,2349,2961,17756,0
42582,20203,3868,2997,19382,0
42529,17659,3839,3043,21827,0
45008,17826,2684,3016,24100,65
48471,18032,3489,2988,25871,1580
52299,18285,2528,3030,26665,4319
54925,17363,2967,3105,27041,7416
57976,17629,4017,3127,28055,9166
57860,17207,4476,3138,28453,9063
55683,16283,5490,3056,28491,7853
53921,16635,5301,2982,29022,5282
53688,19581,3372,2601,29508,1998
55799,23330,524,2493,29843,134
60355,28461,164,2142,29751,0
61090,29838,593,2381,28872,0
60043,30147,696,2778,27119,0
56892,28799,150,3053,25040,0
54354,28483,408,3125,22746,0
53571,29293,984,3131,21147,0
49948,26640,2354,3113,20196,0
47415,25782,2659,2933,18700,0
45238,24904,3296,2464,17870,0
43820,24867,3960,1954,17000,0
44791,27670,2557,1344,15777,0
47119,31403,1717,750,14967,0
52165,37469,1090,374,14322,0
62386,47167,811,530,14688,0
70219,54184,51,736,15230,70
72354,54673,59,1028,15287,1367
72786,52578,39,1425,14981,3803
73031,51818,2,1545,13812,5857
73852,52848,66,1736,12368,6900
73493,54399,17,1704,11095,6295
72908,56616,1,1614,9956,4723
71934,57605,8,1752,9902,2675
71413,57223,58,1914,11419,858
72583,56558,107,2098,13865,63
75469,57001,43,2459,16009,0
74502,55135,16,2883,16485,0
72985,53793,0,3019,16174,0
68449,50110,295,3016,15323,0
64431,46989,1117,2955,14488,0
60997,44204,1833,2926,13868,0
55590,38760,3696,2990,13841,0
51127,33949,5550,2865,14313,0
49372,32512,5689,2816,14044,0
48419,32727,5906,2750,12942,0
48384,33269,6024,2681,12435,0
49900,34663,4668,2650,12588,0
54533,39757,2203,2438,12338,0
63457,49127,1113,2435,11895,0
70388,56352,280,2542,11447,47
72353,57885,78,2623,10875,971
72361,57090,8,2606,10047,2618
72840,56940,45,2697,8885,4318
73699,58490,55,2609,7407,5194
72629,59188,57,2495,5951,4995
71746,60602,112,2463,4423,4258
70255,61523,166,2324,3483,2926
69909,63293,409,2166,3335,1115
71656,65302,79,2260,4007,88
74363,67286,3,2435,4642,0
73553,66077,183,2441,5035,0
71945,64148,396,2622,5175,0
67453,59715,333,2680,5058,0
63361,56424,1311,2526,4411,0
60144,54004,1969,2442,3699,0
54819,49101,2767,2326,3392,0
51055,45828,3214,2108,3119,0
49454,45113,4757,1749,2592,0
48595,45159,4603,1590,1847,0
49284,46572,4625,1293,1419,0
50625,48234,4002,1048,1343,0
54605,52286,1889,807,1512,0
62869,60466,548,605,1799,0
69650,67098,244,497,2022,33
71391,67062,168,561,2479,1290
71338,64538,17,445,2485,3871
71936,63359,129,352,2266,5960
72297,63169,106,283,1897,6947
71424,62648,71,206,1328,7242
71223,63667,58,279,962,6315
70415,65379,39,257,890,3889
69799,67141,0,224,1184,1251
71509,69244,0,293,1876,97
74417,71394,0,347,2676,0
73646,69804,15,446,3397,0
71958,67399,90,590,3969,0
67548,62307,229,705,4535,0
63730,57852,872,737,5141,0
60537,54280,2217,801,5456,0
55908,48828,3075,927,6153,0
51620,43132,4994,1270,7219,0
49907,39964,5863,1415,8528,0
49100,38243,5759,1257,9601,0
49499,38536,5657,1163,9800,0
51251,40380,4776,1036,9836,0
55002,44403,2270,862,9737,0
63042,52633,737,955,9455,0
70588,59940,185,1117,9516,15
71923,60532,50,963,9789,639
72015,59573,43,768,9307,2368
73202,60179,1,674,8045,4304
73452,60423,3,681,6674,5674
73298,60520,2,665,6030,6083
72496,60746,2,664,5729,5357
71493,61500,2,629,5872,3493
71316,62875,4,672,6634,1136
72802,63778,4,690,8268,67
75218,65172,8,655,9391,0
74580,63580,56,704,10297,0
72997,61512,148,808,10677,0
68287,56946,1031,758,10584,0
64169,53088,1853,641,10439,0
61279,50934,2775,522,9823,0
57015,47046,2748,471,9498,0
53000,43517,3535,393,9090,0
50249,41066,4552,353,8831,0
49278,40197,4200,286,8795,0
49896,40840,4664,290,8766,0
51336,42455,4330,298,8582,0
54920,46157,2669,266,8497,0
62807,54013,795,277,8518,0
69800,61357,141,255,8179,9
71661,63302,143,197,7716,446
72091,62990,43,127,6916,2058
72651,62221,137,94,6193,4144
72811,61533,464,79,5425,5774
73086,61979,122,72,4891,6145
71515,61678,115,89,4522,5227
69857,62400,88,84,4175,3197
69784,64786,4,100,3935,963
71134,67017,0,148,3911,59
73427,69383,0,179,3865,0
72141,68452,1,205,3484,0
70272,66997,0,230,3045,0
65954,63046,53,216,2692,0
62432,59723,474,203,2506,0
59672,57154,244,216,2302,0
55095,52669,1832,261,2165,0
51717,49375,2056,404,1938,0
49139,46776,3147,654,1710,0
48115,45883,3528,762,1471,0
47469,45241,2842,886,1342,0
48055,45702,2940,986,1368,0
48151,45518,2557,1148,1485,0
49602,46779,1726,1249,1574,0
53241,50328,497,1352,1558,4
56765,53589,3,1359,1568,250
59935,55870,3,1329,1658,1079
61492,56202,1,1409,1873,2009
62245,55893,0,1524,2305,2523
61595,54388,0,1649,2886,2673
59944,52574,83,1794,3404,2172
58718,51533,400,1959,3981,1245
58616,51811,53,2019,4387,400
60665,53420,42,2067,5152,25
63136,54652,231,2406,6078,0
62848,53214,198,2600,7035,0
61237,50577,200,2776,7884,0
57958,46708,340,2859,8391,0
55136,43124,1085,2964,9049,0
53663,40734,1342,3046,9883,0
49997,36427,2213,3141,10429,0
46997,33048,4003,3234,10715,0
44927,30774,4555,3270,10883,0
43864,29812,5599,3270,10782,0
43828,29966,5519,3272,10591,0
43936,30569,5352,3271,10097,0
43458,30826,4215,3244,9388,0
42873,30596,3515,3036,9241,0
44840,33165,3690,2757,8910,8
48138,36565,1709,2459,8637,477
51791,39719,548,2065,7726,2282
54329,41363,411,1771,6646,4550
56784,43342,227,1560,6131,5752
56545,42476,180,1551,6531,5988
54417,40966,646,1346,6783,5322
52981,41453,332,1272,7068,3189
52479,43369,222,1106,7083,921
55231,45884,463,1146,8156,46
59052,48082,16,1185,9785,0
59871,47950,79,969,10952,0
58750,45499,190,960,12291,0
56984,42950,892,1397,12637,0
55154,41194,588,1698,12262,0
54918,41021,1365,1651,12247,0
51232,36908,2000,1802,12522,0
48530,33633,3584,2111,12786,0
46971,31684,3531,2344,12944,0
46652,31582,3981,2311,12758,0
47203,32503,4073,2437,12263,0
49631,35305,3285,2510,11816,0
54513,40889,1470,2361,11263,0
63732,50608,577,2282,10841,0
70705,58133,42,2203,10357,12
72444,59422,192,2041,9610,1372
72392,56765,280,1738,8128,5761
72523,54396,768,1458,6360,10309
73443,54053,303,1100,5604,12686
72411,53414,1360,764,5434,12798
72684,56585,72,503,4909,10687
71469,60111,103,285,4300,6774
71465,65126,2,223,3905,2211
73283,68814,4,172,4195,102
76556,71406,1,143,5007,0
75643,69919,3,143,5581,0
74349,68767,42,166,5416,0
70097,64767,139,165,5165,0
66438,61491,442,197,4749,0
63364,58789,908,246,4330,0
58957,54478,3353,302,4178,0
56378,51684,2520,376,4318,0
54509,49450,3830,463,4597,0
53843,48230,5130,561,5053,0
54134,47933,4991,647,5554,0
54997,48178,3599,746,6073,0
58396,51015,863,906,6476,0
66189,58269,66,1047,6873,0
72927,64513,0,1174,7232,9
74234,63695,7,1271,7503,1766
73424,58612,167,1381,7182,6250
73677,55066,138,1510,6210,10892
74191,53302,279,1693,5221,13975
73609,52541,668,1989,4758,14321
72928,54036,553,2127,4492,12274
72186,57564,377,2278,4349,7996
72529,62632,27,2432,4709,2757
74532,65716,0,2571,6105,140
77870,67454,0,2781,7636,0
77116,65417,3,2926,8774,0
75855,63222,101,3073,9561,0
71824,58325,410,3156,10343,0
68119,53944,789,3191,10984,0
65279,50686,1824,3217,11377,0
61145,45882,2853,3216,12047,0
57203,41234,3818,3151,12819,0
55236,38699,5432,3099,13438,0
54494,37401,5589,3104,13988,0
54625,37062,5767,3205,14359,0
55729,37782,4286,3171,14776,0
58743,40538,1778,3117,15089,0
67164,48203,253,2963,15998,0
74089,54733,5,2896,16455,5
75408,55067,189,2886,16493,963
74849,51242,238,2989,16713,3906
75083,48740,195,3169,16102,7072
75564,47711,309,3160,15776,8918
74875,47037,242,3190,15758,8890
74553,47699,487,3222,16365,7267
74114,49794,490,3233,16658,4430
74128,52332,0,3239,17010,1547
75692,54347,0,3255,18007,84
78183,55549,128,3272,19362,0
77049,53261,254,3281,20508,0
75319,51071,308,3218,21030,0
70443,46253,404,3241,20949,0
66380,42210,530,3275,20895,0
63450,39479,1878,3264,20707,0
59130,35053,3742,3254,20823,0
55885,31902,4618,3231,20752,0
53756,29755,4666,3222,20779,0
52638,28416,5319,3158,21064,0
52918,28281,5520,3161,21476,0
54093,29053,4541,3162,21879,0
57340,31895,2743,3170,22276,0
65738,39319,662,3240,23179,0
72681,45831,3,3260,23582,8
74951,47751,0,3233,23661,307
75261,47684,2,3058,23368,1152
75995,47319,4,2896,23567,2213
76404,46227,212,2896,24240,3042
75552,44822,425,2915,24404,3412
74970,44162,322,2919,24630,3260
73925,43978,250,2902,24739,2306
73864,44836,240,2923,25243,863
75093,45956,79,3206,25884,48
77206,47681,43,3268,26257,0
76281,45963,163,3271,27047,0
74697,44046,48,3268,27383,0
70165,39410,532,3267,27489,0
66512,35820,1833,3270,27423,0
63335,33472,2649,3260,26603,0
58832,29096,4204,3258,26478,0
55035,26014,4172,3249,25772,0
52756,24252,5235,3259,25246,0
51117,23317,5208,3267,24533,0
51557,24732,5016,3244,23582,0
53223,27797,4241,3232,22194,0
56507,32439,3701,3149,20920,0
64721,42866,1476,2822,19034,0
72129,53399,107,2525,16203,3
74280,58119,1,2169,13443,550
73974,58713,2,1875,10713,2673
74101,58742,1,1661,8455,5243
74392,58961,1,1594,6943,6894
73695,58564,83,1543,6123,7466
72292,59219,2,1371,5470,6233
70695,61080,1,1137,4687,3792
69867,63552,88,1099,4162,1055
71908,66255,109,1190,4431,33
74079,67563,0,1302,5215,0
72924,65933,0,1436,5556,0
70984,63854,13,1611,5519,0
66884,60062,66,1551,5271,0
63485,57171,146,1312,5003,0
61047,55044,615,1284,4719,0
57190,51689,1508,1179,4323,0
53311,48620,3910,887,3804,0
51471,47449,4038,649,3373,0
50149,46530,3866,592,3028,0
49408,46060,4307,476,2873,0
49473,46251,3879,458,2764,0
49442,46367,3503,362,2713,0
49977,47043,1639,387,2548,0
53495,50801,1433,353,2338,3
56894,53581,190,280,2207,826
59590,53264,135,236,1922,4169
61307,51305,482,198,1457,8347
61803,49364,490,161,1018,11260
60930,47877,818,152,858,12044
58912,47353,868,178,920,10462
57533,49541,340,223,1078,6691
57707,53862,124,296,1400,2149
60415,57991,14,298,2055,72
63951,60814,1,323,2815,0
63810,60046,11,380,3383,0
62062,57945,161,332,3786,0
58443,54408,262,236,3799,0
56298,52314,134,176,3808,0
55553,51588,255,128,3838,0
52468,48261,1720,103,4104,0
49993,45839,1892,112,4042,0
48068,44048,3432,103,3916,0
46648,42695,3871,116,3837,0
46030,42120,4435,128,3782,0
45688,41784,4517,147,3757,0
45409,41553,3759,144,3713,0
44546,40917,2338,127,3502,0
46769,43466,882,121,3181,2
50238,46213,139,99,3135,791
53908,46977,153,145,2962,3825
56365,46433,567,172,2597,7163
58532,46346,792,167,2260,9759
58042,45633,897,178,1955,10277
55779,44858,750,222,1893,8807
54444,46667,568,229,2001,5547
54359,49991,203,227,2343,1799
56663,53182,19,263,3151,68
60852,56273,5,270,4309,0
61886,56767,5,296,4824,0
60767,55383,4,318,5067,0
58734,53170,36,309,5256,0
57109,51551,163,378,5181,0
57335,52018,553,420,4898,0
54525,49272,1685,412,4841,0
51566,46479,3473,427,4660,0
49988,45367,4464,431,4190,0
49133,44833,4998,470,3830,0
49435,45364,4689,468,3603,0
50818,47033,4190,431,3354,0
54871,51208,1896,426,3238,0
64406,60917,462,393,3096,0
71976,68753,0,398,2824,2
74119,70494,2,418,2650,558
73885,67855,6,476,2489,3066
74203,65407,7,503,2120,6174
74588,64058,6,524,1635,8370
74113,63576,89,554,1179,8805
73915,65041,11,581,986,7307
73025,66784,42,590,1180,4472
72957,69472,11,635,1555,1296
74681,71884,5,683,2073,41
77297,73791,4,846,2660,0
76492,72545,7,804,3144,0
74958,70671,64,715,3572,0
71087,66533,613,744,3810,0
67160,62447,1498,718,3996,0
63951,59038,3568,644,4269,0
60049,54929,5043,585,4535,0
57384,52123,6165,493,4768,0
55823,50489,5348,488,4846,0
54383,49283,6081,497,4604,0
54599,49764,5669,414,4421,0
56072,51499,3148,296,4277,0
59031,54808,2622,225,3999,0
66862,62893,1342,152,3817,0
74165,70419,259,73,3671,1
75766,71997,1,58,3346,364
75362,70126,2,53,2964,2219
75624,68416,5,48,2555,4606
76241,67778,6,89,1849,6526
75496,66932,6,181,1531,6852
74787,67528,20,289,1275,5695
73908,69109,17,297,1010,3492
73857,71359,358,393,1044,1063
75512,73992,5,328,1158,34
77685,75952,124,402,1331,0
76559,74634,101,485,1441,0
75391,73030,129,673,1688,0
71075,68119,259,1178,1779,0
67831,63807,864,1822,2202,0
64657,59685,1865,2115,2858,0
60381,54872,2264,2119,3390,0
57444,51504,3350,2112,3829,0
55584,49461,4907,1880,4243,0
54151,47964,5037,1579,4608,0
54613,47783,3810,1657,5174,0
56138,48549,2996,1741,5848,0
59461,51197,1938,1901,6363,0
67804,58892,292,2085,6827,0
74829,64826,0,2178,7825,1
76870,65752,106,2412,8420,286
76448,63059,136,2774,8921,1694
77173,61544,114,2955,9216,3459
77561,60697,21,3114,8958,4792
77220,59914,35,3224,8775,5308
76690,60410,8,3266,8796,4219
75709,60371,15,3274,9664,2401
75634,61215,12,3123,10626,671
77316,61927,84,3039,12323,27
79218,62460,186,2717,14042,0
78204,59904,110,2786,15513,0
76870,57376,453,2836,16658,0
72506,52201,843,2515,17789,0
69111,48419,681,1974,18718,0
65583,45073,2505,1683,18827,0
61228,40213,4238,1681,19334,0
57154,36010,4004,1663,19481,0
55060,34388,4227,1334,19338,0
53795,33323,4410,1177,19296,0
54128,33533,4419,1190,19406,0
55337,34765,3032,1193,19379,0
58280,37727,1435,1192,19361,0
66145,45010,536,1155,19980,0
73326,51431,66,1781,20113,1
74832,52136,6,2534,19664,498
74478,50132,117,2444,18821,3081
74480,48257,520,2269,17748,6206
75189,47956,364,2225,16717,8291
74188,47523,881,2289,15940,8438
74128,49384,112,2317,15389,7038
72959,51660,3,2116,14905,4279
72853,54240,10,2162,15134,1316
74409,56038,0,2309,16013,50
76310,57069,467,2431,16811,0
75746,55579,188,2419,17749,0
74519,53826,331,2635,18058,0
70433,49018,507,2793,18623,0
66864,44804,2050,2802,19258,0
63742,42611,2453,2359,18772,0
58909,38755,2992,1755,18400,0
55226,35161,3744,1657,18408,0
52728,32856,5008,1839,18034,0
51296,32223,4764,1831,17242,0
51333,33392,3366,1547,16394,0
53005,35326,2138,1629,16050,0
56468,38066,2313,1946,16457,0
64730,45957,1044,2135,16639,0
71702,52894,162,2303,16504,1
73934,54439,158,2463,16595,437
73994,53372,12,2259,16384,1981
74577,52882,68,2315,15853,3527
74859,52389,54,2636,15440,4395
74025,52161,2,2600,14901,4363
72196,52430,0,2656,13777,3334
70494,53023,14,2514,12968,1989
70039,54692,0,2509,12275,563
71719,56551,0,2841,12305,22
73719,57783,24,2984,12953,0
72088,55483,112,3060,13546,0
70157,53384,208,3100,13674,0
66048,49127,293,3050,13871,0
62358,44580,976,3165,14613,0
60059,41890,1365,3154,15014,0
56363,37402,1961,3264,15698,0
52483,32744,2804,3282,16456,0
50523,29978,3872,3263,17282,0
49464,28654,3896,3234,17576,0
48928,27823,4136,3259,17846,0
48755,27463,4379,3224,18067,0
48916,27722,4222,3167,18028,0
49850,28501,2166,3074,18275,0
53451,32470,1068,2973,18008,1
56941,35815,446,2712,17789,624
59328,36014,543,2529,17631,3155
60780,35181,1087,2415,17139,6045
61269,34638,996,2452,16074,8107
60189,33944,1068,2287,15178,8781
58475,34789,810,2037,14262,7387
57323,37996,141,1828,12904,4595
57534,42539,1,1706,11800,1489
59587,46659,93,1434,11443,53
62480,50131,0,1240,11110,0
62313,50195,0,1042,11076,0
60681,48926,96,955,10801,0
56932,45599,153,814,10520,0
54010,43338,467,868,9804,0
52995,42597,911,820,9578,0
49601,39337,1639,733,9532,0
46256,35894,1585,695,9668,0
44249,33607,2224,546,10096,0
43004,30988,2567,871,11145,0
42686,28334,3835,1094,13259,0
42906,25307,4427,1635,15965,0
43221,22847,4543,2050,18324,0
43463,20499,5030,2576,20388,0
45874,21671,3799,2876,21327,1
49526,24086,3981,2927,22309,205
53193,26138,2260,2948,23261,845
55957,27553,1549,3127,23809,1469
59275,30227,1349,3145,23836,2068
58902,29299,1123,3152,23967,2485
56971,28243,1524,3167,23324,2237
55584,28948,945,3130,22012,1495
55225,30212,605,3238,21233,542
57632,33404,646,3194,21007,27
60650,37011,547,3183,20456,0
61041,37533,379,3173,20336,0
59393,35944,489,3219,20229,0
57056,33787,868,3239,20030,0
55640,33164,1234,3184,19291,0
55095,33430,1361,3035,18630,0
51622,30805,3473,2967,17850,0
49067,29041,3536,2712,17315,0
47191,28339,3281,2166,16686,0
46187,28863,3574,1619,15706,0
46681,30657,2999,1060,14965,0
48286,33461,2002,946,13879,0
52810,39729,2113,793,12288,0
62562,51282,541,655,10626,0
70795,61159,3,452,9183,1
73710,65527,117,343,7745,95
73973,66772,9,252,6249,702
74521,67753,5,196,4796,1777
75126,68323,4,194,3763,2847
74396,67732,1,225,2867,3573
73578,68130,0,260,1879,3310
72509,68779,0,285,1312,2134
72439,70474,0,272,1097,596
73723,72215,0,314,1169,25
75555,73586,0,413,1556,0
74634,72165,11,520,1949,0
72870,69977,16,524,2369,0
68780,65374,209,532,2874,0
64801,60963,1293,740,3097,0
61314,57203,2101,967,3145,0
56606,52243,3137,1065,3298,0
54137,49315,3937,1214,3608,0
51525,46605,5298,1168,3752,0
50699,46067,5587,860,3773,0
51271,46620,5442,814,3837,0
53011,48417,4219,714,3879,0
56556,51964,2951,787,3805,0
64876,60205,542,787,3884,0
72017,66956,71,774,4288,0
74181,68933,4,632,4338,279
74162,67520,23,573,4316,1752
74644,66470,117,559,3965,3651
74723,65936,36,520,3395,4873
74218,65842,3,480,2963,4933
73846,66904,2,498,2644,3800
72667,67521,9,591,2525,2030
72486,68748,13,602,2603,533
74286,70726,39,517,3021,22
75928,71955,0,566,3408,0
74670,70328,4,687,3655,0
73475,68933,10,781,3762,0
69354,64889,1165,723,3743,0
65634,61081,2429,775,3778,0
62421,57823,3147,772,3826,0
57692,52963,3489,801,3929,0
52998,48274,5895,658,4066,0
51045,46621,5808,523,3901,0
50066,45867,5827,485,3715,0
50337,46453,5062,439,3445,0
51994,48517,3607,362,3115,0
55652,52550,2133,332,2770,0
63939,61187,694,371,2381,0
71398,68864,10,411,2123,0
73593,71129,2,443,1873,149
73221,70316,3,399,1498,1008
74288,70505,2,418,1111,2254
74724,70148,3,360,1004,3214
74148,69317,50,295,947,3590
73523,69065,235,399,775,3284
72259,68742,51,584,707,2226
71850,69708,139,702,751,688
73206,71300,4,860,1009,38
75297,72962,0,951,1385,0
74468,71961,4,896,1612,0
72899,70350,6,919,1630,0
68530,65965,274,906,1659,0
64741,62101,962,965,1676,0
61838,59048,2350,991,1800,0
57519,54508,2884,1010,2002,0
53228,49964,3887,1021,2243,0
51221,47748,4822,1079,2395,0
50411,46866,4641,1129,2416,0
50838,47067,4218,1146,2624,0
52451,48311,3783,1116,3024,0
55557,51199,2603,1104,3254,0
63954,59277,295,1234,3442,0
71493,66189,0,1545,3759,0
73810,67491,6,1788,4358,174
73598,65685,5,1875,4895,1143
74497,64690,6,1966,5381,2461
75155,64030,2,2054,5651,3420
74355,63047,10,2147,5689,3472
73881,63258,23,2228,5518,2878
72747,62989,27,2184,5843,1732
72729,63464,14,2190,6601,475
74136,64144,119,2341,7632,19
75901,65169,4,2450,8282,0
75136,63669,57,2533,8934,0
73524,61817,118,2607,9100,0
69432,57861,750,2550,9021,0
66016,54907,1975,2366,8743,0
62758,52076,2748,2017,8664,0
57583,46932,5172,1694,8956,0
54351,43985,5145,1506,8860,0
52229,42253,5410,1530,8446,0
51740,41932,5271,1651,8156,0
52049,42220,5437,1579,8250,0
53467,43733,5067,1486,8248,0
56036,46818,3015,1302,7916,0
64069,55335,799,1248,7487,0
71336,62933,46,1181,7222,0
73979,65778,1,1000,6917,284
73538,64675,0,874,6068,1922
73457,63608,1,779,4917,4153
73565,63446,1,620,3785,5714
72393,62685,229,493,2850,6366
71089,62767,378,350,2321,5651
69630,63709,160,246,2021,3654
69092,65827,127,224,1999,1043
71063,68173,50,314,2535,40
73012,69429,0,489,3095,0
71927,68076,6,553,3299,0
69896,66175,0,516,3205,0
65807,62311,132,499,2997,0
62270,59257,607,382,2631,0
60215,57509,745,317,2389,0
56510,54136,1523,233,2141,0
53332,51286,2045,148,1899,0
51186,49199,3327,114,1874,0
49756,47610,3888,127,2019,0
49708,47489,3864,167,2053,0
49768,47625,3007,169,1974,0
49440,47395,2518,221,1824,0
50095,48105,1295,237,1753,0
53651,51475,251,249,1928,0
57183,54772,109,261,2024,126
60193,56598,35,285,2072,1238
61800,56575,1,381,1992,2852
62726,56516,0,457,1715,4039
62101,55819,2,673,1381,4229
60597,55104,110,918,1269,3307
59340,55309,161,911,1254,1866
59208,56211,86,944,1521,533
61309,58305,31,946,2040,18
63948,60025,89,1218,2706,0
63934,59176,351,1509,3249,0
62277,56342,569,1885,4051,0
58469,51592,534,1926,4952,0
55927,47970,669,2022,5934,0
55090,46195,869,2527,6369,0
51848,42468,2150,2917,6463,0
48727,39054,2272,2821,6853,0
46643,36833,3036,2808,7003,0
45224,35206,3826,2701,7317,0
44862,34531,4125,2630,7701,0
45072,35081,4113,2196,7796,0
44860,35344,3440,1701,7815,0
